4.5, 0.00449800
5.06, 0.00449790
11.440001, 0.00449750
11.72, 0.00449780
5.7200003, 0.00449850
5.67, 0.00449810
5.17, 0.00449830
4.73, 0.00449800
4.79, 0.00449760
0.28999996, 0.00449770
0.24999997, 0.00449770
-0.000000029802322, 0.00449770
0.65999997, 0.00449760
1.3299999, 0.00449650
1.3, 0.00449730
1.3399999, 0.00449630
1.06, 0.00449630
-0.01000011, 0.00449650
-1.0800002, 0.00449660
-2.15, 0.00449660
-3.2200003, 0.00449660
-7.0, 0.00449720
0.8200002, 0.00449590
1.0200002, 0.00449530
1.0700002, 0.00449530
0.8000002, 0.00449660
-3.1999998, 0.00449670
-6.97, 0.00449690
-7.37, 0.00449600
-10.88, 0.00449610
-10.42, 0.00449570
-9.08, 0.00449560
-6.3, 0.00449560
-2.1000004, 0.00449550
-2.1300004, 0.00449540
-2.0600004, 0.00449530
-1.7400005, 0.00449500
-2.1900005, 0.00449510
-2.2000005, 0.00449540
-2.2600005, 0.00449500
-2.2900004, 0.00449500
-2.1400003, 0.00449490
-2.0700004, 0.00449490
-2.3000004, 0.00449500
-2.4000003, 0.00449500
-1.8200004, 0.00449490
-2.4300003, 0.00449510
-12.26, 0.00449530
-11.650001, 0.00449530
-11.040001, 0.00449530
-11.130001, 0.00449540
-11.160001, 0.00449550
-11.190001, 0.00449550
-11.740001, 0.00449570
-21.04, 0.00449720
-21.160002, 0.00449700
-21.140001, 0.00449560
-21.04, 0.00449530
-21.11, 0.00449600
-20.61, 0.00449570
-15.26, 0.00449570
-16.99, 0.00449630
-23.02, 0.00449640
-23.310001, 0.00449660
-23.630001, 0.00449660
-23.920002, 0.00449680
-23.610003, 0.00449680
-23.500002, 0.00449690
-20.480001, 0.00449690
-20.420002, 0.00449680
-20.520002, 0.00449720
-21.270002, 0.00449740
-21.450003, 0.00449740
-21.480003, 0.00449770
-22.640003, 0.00449830
-23.010004, 0.00449840
-23.640003, 0.00449850
-24.010004, 0.00449830
-27.380005, 0.00449850
-28.010004, 0.00449870
-28.320004, 0.00449840
-28.360004, 0.00449840
-27.930004, 0.00449830
-28.850004, 0.00449840
-36.850006, 0.00449870
-37.100006, 0.00449850
-37.220005, 0.00449840
-37.490005, 0.00449840
-37.120007, 0.00449830
-36.980007, 0.00449820
-37.020008, 0.00449830
-37.140007, 0.00449830
-37.170006, 0.00449840
-37.200005, 0.00449870
-37.230003, 0.00449870
-37.300003, 0.00449890
-37.270004, 0.00449850
-37.160004, 0.00449840
-37.090004, 0.00449820
-37.280003, 0.00449840
-35.980003, 0.00449830
-35.920002, 0.00449830
-35.86, 0.00449820
-36.41, 0.00449830
-36.37, 0.00449820
-34.67, 0.00449820
-34.53, 0.00449820
-35.079998, 0.00449760
-34.94, 0.00449720
-35.5, 0.00449730
-36.09, 0.00449790
-35.99, 0.00449720
-39.99, 0.00449710
-40.54, 0.00449710
-52.32, 0.00449780
-52.86, 0.00449740
-53.5, 0.00449810
-57.69, 0.00449820
-58.289997, 0.00449800
-58.85, 0.00449810
-60.26, 0.00449830
-58.07, 0.00449740
-58.27, 0.00449800
-58.77, 0.00449820
-58.97, 0.00449820
-59.47, 0.00449830
-59.93, 0.00449830
-60.36, 0.00449830
-60.66, 0.00449810
-61.06, 0.00449830
-61.41, 0.00449820
-61.76, 0.00449830
-61.51, 0.00449820
-63.829998, 0.00449830
-64.159996, 0.00449820
-64.939995, 0.00449820
-63.969994, 0.00449810
-64.16999, 0.00449810
-64.21999, 0.00449810
-64.49999, 0.00449810
-65.10999, 0.00449830
-65.41999, 0.00449810
-69.41999, 0.00449810
-69.95999, 0.00449810
-70.49999, 0.00449820
-71.02999, 0.00449820
-72.36999, 0.00449830
-72.889984, 0.00449830
-73.39999, 0.00449830
-70.469986, 0.00449820
-70.969986, 0.00449830
-71.01999, 0.00449830
-67.20999, 0.00449820
-67.77999, 0.00449810
-67.92999, 0.00449820
-67.829994, 0.00449800
-64.729996, 0.00449800
-64.53999, 0.00449780
-64.45999, 0.00449790
-64.189995, 0.00449790
-63.899994, 0.00449790
-64.159996, 0.00449800
-64.189995, 0.00449800
-64.159996, 0.00449810
-64.42, 0.00449820
-68.159996, 0.00449820
-68.2, 0.00449830
-68.25, 0.00449830
-68.29, 0.00449840
-68.44, 0.00449840
-69.15, 0.00449850
-69.200005, 0.00449850
-69.25001, 0.00449870
-70.600006, 0.00449930
-70.61001, 0.00450000
-71.71001, 0.00450000
-71.78001, 0.00450000
-74.060005, 0.00450000
-73.76, 0.00449950
-73.72, 0.00449950
-74.21, 0.00450040
-74.38, 0.00450040
-74.53, 0.00450060
-75.06, 0.00450060
-81.68, 0.00450070
-82.41, 0.00450070
-83.14001, 0.00450070
-83.87001, 0.00450070
-84.02001, 0.00450070
-83.76001, 0.00449990
-83.53001, 0.00449920
-87.53001, 0.00450000
-88.03001, 0.00450020
-87.8, 0.00449940
-88.0, 0.00450020
-87.79, 0.00449970
-87.5, 0.00449960
-87.53, 0.00450020
-88.03, 0.00450020
-88.7, 0.00450100
-86.009995, 0.00450070
-86.56, 0.00450180
-87.49, 0.00450180
-98.56, 0.00450180
-98.93, 0.00450180
-99.55, 0.00450180
-99.520004, 0.00450110
-100.090004, 0.00450180
-100.170006, 0.00450180
-100.21001, 0.00450180
-106.78001, 0.00450190
-106.920006, 0.00450190
-106.490005, 0.00450150
-106.39001, 0.00450080
-106.310005, 0.00450090
